Ort;Plz;Bundesland;lat;lng;km
Bellheim;76756;Rheinland-Pfalz;49,1946847;8,2931195;499
Bellin;18292;Mecklenburg-Vorpommern;53,6824405;12,3627628;153
Belling;17309;Mecklenburg-Vorpommern;53,5025658;13,9995295;261
Bellingen;39579;Sachsen-Anhalt;52,6226843;11,6509305;149
Bellingen;56459;Rheinland-Pfalz;50,5507945;7,9308976;364
Bellstedt;99713;Thüringen;51,2862655;10,7338206;256
Belm;49191;Niedersachsen;52,3255135;8,1513893;186
Below;17209;Mecklenburg-Vorpommern;53,3246846;12,4535308;161
Belrieth;98617;Thüringen;50,530613;10,3539589;336
Belsch;19230;Mecklenburg-Vorpommern;53,40188;11,2495709;81
Belsdorf;39356;Sachsen-Anhalt;52,3295915;11,1105302;153
Beltheim;56290;Rheinland-Pfalz;50,1064188;7,4625044;422
Belum;21785;Niedersachsen;53,7941369;9,026528;73
Belzhof;73494;Baden-Württemberg;49,0201699;10,0323904;504
Belzig;14806;Brandenburg;52,1781694;12,6006034;229
Bembermühle;56203;Rheinland-Pfalz;50,4419556;7,6757139;382
Bembsmühle;56170;Rheinland-Pfalz;50,4423663;7,5904684;384
Bembsmühle;56170;Rheinland-Pfalz;50,4423663;7,5904684;384
Bempflingen;72658;Baden-Württemberg;48,572032;9,2682129;556
Benckendorf;23942;Mecklenburg-Vorpommern;53,9075024;10,9756418;73
Bendeleben;99706;Thüringen;51,3657675;10,8994267;250
Bendelin;19339;Brandenburg;52,9647808;12,0278582;147
Bendestorf;21227;Niedersachsen;53,3362201;9,9734979;24
Bendfeld;24217;Schlewig-Holstein;54,3951262;10,3646553;96
Bendhof;19205;Mecklenburg-Vorpommern;53,6773105;11,1173578;72
Bendorf;25557;Schlewig-Holstein;54,1217671;9,4019255;76
Bendorf;56170;Rheinland-Pfalz;50,4423663;7,5904684;384
Benediktbeuern;83671;Bayern;47,6763387;11,4516168;661
Bengel;54538;Rheinland-Pfalz;50,0229642;7,0143917;444
Benitz;18258;Mecklenburg-Vorpommern;53,9330301;12,1023876;142
Benjental;67435;Rheinland-Pfalz;49,3281431;8,2105724;486
Benken;14806;Brandenburg;52,1781694;12,6006034;229
Benkendorf;29416;Sachsen-Anhalt;52,7964329;11,3337223;120
Benkendorf b Salzmünde;6179;Sachsen-Anhalt;51,4564641;11,8188107;262
Benndorf;6308;Sachsen-Anhalt;51,5830708;11,4923634;240
Benneckenstein;38877;Sachsen-Anhalt;51,664129;10,7218641;215
Bennewitz;4828;Sachsen;51,364395;12,6883075;302
Bennhausen;67808;Rheinland-Pfalz;49,6537623;7,8732879;459
Bennin;19260;Mecklenburg-Vorpommern;53,399569;10,9684023;63
Benningen;71726;Baden-Württemberg;48,9432559;9,2399026;515
Benningen;87734;Bayern;47,9686358;10,2179391;621
Bennstedt;6179;Sachsen-Anhalt;51,4564641;11,8188107;262
Bennungen;6536;Sachsen-Anhalt;51,46302;11,0695127;242
Benratherhof;54314;Rheinland-Pfalz;49,6011191;6,6874286;497
Bensdorf;14789;Brandenburg;52,3680851;12,3394926;202
Benshausen;98554;Thüringen;50,6440078;10,6050499;325
Bensheim;64625;Hessen;49,6870434;8,6288564;441
Bentwisch;18182;Mecklenburg-Vorpommern;54,1743805;12,236193;159
Bentwisch;19322;Brandenburg;52,9885553;11,7933994;132
Bentzin;17129;Mecklenburg-Vorpommern;53,9180421;13,2417747;214
Benz;17429;Mecklenburg-Vorpommern;53,940463;14,0717513;268
Benz;19249;Mecklenburg-Vorpommern;53,3034651;11,0836914;74
Benz;23970;Mecklenburg-Vorpommern;53,8929961;11,4995043;103
Benzin;19217;Mecklenburg-Vorpommern;53,7794357;11,0496685;71
Benzweiler;55494;Rheinland-Pfalz;50,0250712;7,6335463;426
Beratzhausen;93176;Bayern;49,1050352;11,818151;509
Berbisdorf;1471;Sachsen;51,2011969;13,7403313;362
Berching;92334;Bayern;49,1028476;11,4373046;504
Berchtesgaden;83471;Bayern;47,6332078;13,0517059;691
Bereborn;56769;Rheinland-Pfalz;50,2766982;7,0070748;420
Berenbach;56766;Rheinland-Pfalz;50,1868515;7,0024566;428
Berenbrock;39638;Sachsen-Anhalt;52,5386734;11,4050865;145
Berendshagen;18239;Mecklenburg-Vorpommern;53,989132;11,8908452;130
Berg;53505;Rheinland-Pfalz;50,5482946;6,9949264;394
Berg;56357;Rheinland-Pfalz;50,1917699;7,7704523;405
Berg;76768;Rheinland-Pfalz;48,9823979;8,2052352;524
Berg;82335;Bayern;47,9653783;11,3557027;628
Berg;83362;Bayern;47,8619731;12,7061528;660
Berg;83546;Bayern;48,1729437;12,3137672;619
Berg;88276;Baden-Württemberg;47,8102585;9,6008876;639
Berg;92348;Bayern;49,3498439;11,4297499;477
Berg;95180;Bayern;50,3748459;11,7790887;372
Berg im Gau;86562;Bayern;48,6367488;11,2552364;553
Berga;6536;Sachsen-Anhalt;51,46302;11,0695127;242
Berga;7980;Thüringen;50,744301;12,1467408;343
Bergatreute;88368;Baden-Württemberg;47,8546387;9,7518112;634
Berge;14641;Brandenburg;52,631423;12,8120194;211
Berge;19348;Brandenburg;53,1168791;11,9261371;134
Berge;39638;Sachsen-Anhalt;52,5386734;11,4050865;145
Berge;49626;Niedersachsen;52,603715;7,682897;190
Bergen;3246;Brandenburg;51,7096936;13,7845815;325
Bergen;8239;Sachsen;50,4797993;12,2906614;374
Bergen;18528;Mecklenburg-Vorpommern;54,4117391;13,4258527;241
Bergen;29303;Niedersachsen;52,7762575;9,983716;86
Bergen;29468;Niedersachsen;52,8907479;10,9563139;95
Bergen;55608;Rheinland-Pfalz;49,7810014;7,4176082;457
Bergen;83346;Bayern;47,8069803;12,5901012;663
Bergen;91790;Bayern;49,0459199;11,1294927;507
Bergenhausen;55469;Rheinland-Pfalz;49,9895078;7,5462508;432
Bergenhusen;24861;Schlewig-Holstein;54,3763991;9,3149327;104
Bergerdamm;14641;Brandenburg;52,631423;12,8120194;211
Bergerhof;56379;Rheinland-Pfalz;50,2807401;7,8345152;394
Bergewöhrden;25779;Schlewig-Holstein;54,2948474;9,1571282;101
Bergfeld;38467;Niedersachsen;52,5429514;10,8479462;124
Bergfelde;16562;Brandenburg;52,6715673;13,3174457;239
Berghaupten;77791;Baden-Württemberg;48,4073055;7,9872108;590
Berghausen;56368;Rheinland-Pfalz;50,2686451;7,9757924;392
Bergheim;50126;Nordrhein-Westfalen;50,9606466;6,6209788;371
Bergheim;50127;Nordrhein-Westfalen;50,9390797;6,6870134;370
Bergheim;50129;Nordrhein-Westfalen;50,9768705;6,703536;366
Bergheim;86673;Bayern;48,7616961;11,2567209;539
Berghof;73249;Baden-Württemberg;48,6914602;9,417934;542
Bergholz;14806;Brandenburg;52,1781694;12,6006034;229
Bergholz;17321;Mecklenburg-Vorpommern;53,5099964;14,2131801;275
Bergholz-Rehbrücke;14558;Brandenburg;52,3236954;13,1410804;248
Berghülen;89180;Baden-Württemberg;48,4637023;9,7616695;566
Bergisch Gladbach;51427;Nordrhein-Westfalen;50,9569964;7,1267771;350
Bergisch Gladbach;51429;Nordrhein-Westfalen;50,968061;7,2024025;346
Bergisch Gladbach;51465;Nordrhein-Westfalen;50,9966653;7,1634118;345
Bergisch Gladbach;51467;Nordrhein-Westfalen;51,0139761;7,0792374;347
Bergisch Gladbach;51469;Nordrhein-Westfalen;50,987157;7,1047171;348
Bergisdorf;6712;Sachsen-Anhalt;51,0184289;12,1518573;316
Bergkamen;59192;Nordrhein-Westfalen;51,6159437;7,6167995;271
Bergkirchen;85232;Bayern;48,2486732;11,3437838;596
Berglage;49459;Niedersachsen;52,5257457;8,3674285;160
Berglangenbach;55776;Rheinland-Pfalz;49,6110623;7,2733676;478
Berglen;73663;Baden-Württemberg;48,8612691;9,4685245;523
Berglern;85459;Bayern;48,3833986;11,9296612;589
Berglicht;54426;Rheinland-Pfalz;49,7605212;6,9527975;472
Bergmühle;67823;Rheinland-Pfalz;49,7273073;7,7711238;453
Bergneustadt;51702;Nordrhein-Westfalen;51,022137;7,6694615;324
Bergrade Dorf;19374;Mecklenburg-Vorpommern;53,5238957;11,795483;115
Bergrheinfeld;97493;Bayern;50,0005485;10,1656347;395
Bergschäferei;15377;Brandenburg;52,5680015;14,0735324;290
Bergsdorf;16775;Brandenburg;53,0563903;13,1082776;211
Bergtheim;97241;Bayern;49,8991819;10,0815044;406
Bergweiler;54518;Rheinland-Pfalz;49,9522134;6,8181172;458
Bergwitz;6773;Sachsen-Anhalt;51,7288165;12,4549326;260
Bergzow;39307;Sachsen-Anhalt;52,3744452;12,1760778;193
Beringstedt;25575;Schlewig-Holstein;54,1113994;9,5347426;71
Berka;99837;Thüringen;50,9297773;10,1121563;291
Berka v d Hainich;99826;Thüringen;51,0787394;10,3351003;276
Berkach;98631;Thüringen;50,4489525;10,4478809;346
Berkatal;37297;Hessen;51,2373948;9,9086606;257
Berkau;39624;Sachsen-Anhalt;52,6870681;11,4372016;133
Berkenbrück;15518;Brandenburg;52,3864736;14,19504;306
Berkenthin;23919;Schlewig-Holstein;53,7268055;10,6373375;43
Berkheim;88450;Baden-Württemberg;48,0420019;10,0830793;613
Berkholz-Meyenburg;16306;Brandenburg;53,2112456;14,209468;278
Berkoth;54673;Rheinland-Pfalz;49,9955074;6,2324413;474
Berlin;10115;Berlin;52,532614;13,3777036;250
Berlin;10117;Berlin;52,5155098;13,3847539;251
Berlin;10119;Berlin;52,530741;13,4058114;251
Berlin;10178;Berlin;52,5221879;13,4093313;252
Berlin;10179;Berlin;52,5121401;13,414046;253
Berlin;10243;Berlin;52,5147455;13,4385601;254
Berlin;10245;Berlin;52,5019332;13,4554471;256
Berlin;10247;Berlin;52,5173449;13,4630849;256
Berlin;10249;Berlin;52,5239492;13,4411786;254
Berlin;10315;Berlin;52,5154671;13,5144706;259
Berlin;10317;Berlin;52,4985439;13,484745;258
Berlin;10318;Berlin;52,4810357;13,5186468;261
Berlin;10319;Berlin;52,4958321;13,5137055;260
Berlin;10365;Berlin;52,5190891;13,4949508;257
Berlin;10367;Berlin;52,5205082;13,4800047;256
Berlin;10369;Berlin;52,5285173;13,4667665;255
Berlin;10405;Berlin;52,5341936;13,4230065;252
Berlin;10407;Berlin;52,5344541;13,456067;254
Berlin;10409;Berlin;52,5433958;13,4413606;253
Berlin;10435;Berlin;52,5384519;13,4096184;251
Berlin;10437;Berlin;52,5455109;13,4072944;251
Berlin;10439;Berlin;52,5517268;13,4123013;251
Berlin;10551;Berlin;52,531671;13,3385525;247
Berlin;10553;Berlin;52,5282039;13,3213846;247
Berlin;10555;Berlin;52,5224629;13,3359647;248
Berlin;10557;Berlin;52,5231724;13,365317;249
Berlin;10559;Berlin;52,5319081;13,3483384;248
Berlin;10585;Berlin;52,5151079;13,3053053;246
Berlin;10587;Berlin;52,5170826;13,3236611;247
Berlin;10589;Berlin;52,5298769;13,3067427;246
Berlin;10623;Berlin;52,5070391;13,3283954;248
Berlin;10625;Berlin;52,5087124;13,3137619;247
Berlin;10627;Berlin;52,5073952;13,3015288;246
Berlin;10629;Berlin;52,5018362;13,3026692;247
Berlin;10707;Berlin;52,4950243;13,3147792;248
Berlin;10709;Berlin;52,4922134;13,3037498;247
Berlin;10711;Berlin;52,4990238;13,2916403;246
Berlin;10713;Berlin;52,4868693;13,3137346;248
Berlin;10715;Berlin;52,4837296;13,3304798;249
Berlin;10717;Berlin;52,4907814;13,3281464;249
Berlin;10719;Berlin;52,4993282;13,3246134;248
Berlin;10777;Berlin;52,4972347;13,3429021;249
Berlin;10779;Berlin;52,4920952;13,3403784;250
Berlin;10781;Berlin;52,4934075;13,3526132;250
Berlin;10783;Berlin;52,4977075;13,3624562;251
Berlin;10785;Berlin;52,5069115;13,3650508;250
Berlin;10787;Berlin;52,5094286;13,343094;249
Berlin;10789;Berlin;52,5011803;13,3380778;249
Berlin;10823;Berlin;52,4856992;13,3488258;250
Berlin;10825;Berlin;52,4839678;13,3402508;250
Berlin;10827;Berlin;52,4830386;13,3542784;251
Berlin;10829;Berlin;52,4803778;13,3597304;251
Berlin;10961;Berlin;52,493094;13,3968551;253
Berlin;10963;Berlin;52,4985969;13,3783562;252
Berlin;10965;Berlin;52,4853765;13,3989037;253
Berlin;10967;Berlin;52,4909261;13,4161407;254
Berlin;10969;Berlin;52,5027059;13,401651;253
Berlin;10997;Berlin;52,5004054;13,4334017;255
Berlin;10999;Berlin;52,4956904;13,4272009;255
Berlin;12043;Berlin;52,4777481;13,4415387;256
Berlin;12045;Berlin;52,4867189;13,4343715;255
Berlin;12047;Berlin;52,4901314;13,4283219;255
Berlin;12049;Berlin;52,4772906;13,4219765;255
Berlin;12051;Berlin;52,4668273;13,4303378;256
Berlin;12053;Berlin;52,4760249;13,4329514;256
Berlin;12055;Berlin;52,4713454;13,4499734;257
Berlin;12057;Berlin;52,4685817;13,4621424;258
Berlin;12059;Berlin;52,480543;13,4525932;257
Berlin;12099;Berlin;52,4590856;13,4033281;255
Berlin;12101;Berlin;52,4761765;13,3962999;254
Berlin;12103;Berlin;52,4639426;13,3728893;253
Berlin;12105;Berlin;52,4453078;13,3794997;255
Berlin;12107;Berlin;52,4334138;13,3906739;256
Berlin;12109;Berlin;52,4467275;13,4019777;256
Berlin;12157;Berlin;52,4658033;13,3448464;251
Berlin;12159;Berlin;52,4736908;13,3352069;250
Berlin;12161;Berlin;52,4693894;13,3253773;250
Berlin;12163;Berlin;52,4631759;13,3204022;250
Berlin;12165;Berlin;52,4573804;13,3117766;250
Berlin;12167;Berlin;52,4499548;13,3285127;251
Berlin;12169;Berlin;52,4555293;13,339803;252
Berlin;12203;Berlin;52,4426272;13,3103367;251
Berlin;12205;Berlin;52,4331886;13,2980095;250
Berlin;12207;Berlin;52,4212494;13,3075806;252
Berlin;12209;Berlin;52,4182491;13,3288407;253
Berlin;12247;Berlin;52,4395116;13,3433743;253
Berlin;12249;Berlin;52,4273401;13,3491095;254
Berlin;12277;Berlin;52,4107352;13,3756523;256
Berlin;12279;Berlin;52,4111017;13,3488474;255
Berlin;12305;Berlin;52,4052302;13,399936;258
Berlin;12307;Berlin;52,3824851;13,3993838;259
Berlin;12309;Berlin;52,3900914;13,416552;260
Berlin;12347;Berlin;52,4505806;13,4300381;257
Berlin;12349;Berlin;52,427903;13,4149763;258
Berlin;12351;Berlin;52,4342087;13,4560645;260
Berlin;12353;Berlin;52,4228052;13,4574038;260
Berlin;12355;Berlin;52,4075033;13,4975639;264
Berlin;12357;Berlin;52,4275753;13,488207;262
Berlin;12359;Berlin;52,4480476;13,4519726;259
Berlin;12435;Berlin;52,4839855;13,4697778;258
Berlin;12437;Berlin;52,4609077;13,4815474;260
Berlin;12439;Berlin;52,449596;13,524065;263
Berlin;12459;Berlin;52,4609452;13,528007;262
Berlin;12487;Berlin;52,4382805;13,5128582;263
Berlin;12489;Berlin;52,4370179;13,5470509;265
Berlin;12524;Berlin;52,4126625;13,5465149;266
Berlin;12526;Berlin;52,3996803;13,5746763;269
Berlin;12527;Berlin;52,3921615;13,629115;272
Berlin;12555;Berlin;52,4622442;13,5867593;266
Berlin;12557;Berlin;52,4267703;13,588384;268
Berlin;12559;Berlin;52,416925;13,6492904;272
Berlin;12587;Berlin;52,461374;13,6406056;269
Berlin;12589;Berlin;52,4484962;13,7039685;274
Berlin;12619;Berlin;52,5242607;13,5906407;263
Berlin;12621;Berlin;52,5051118;13,5883966;264
Berlin;12623;Berlin;52,5032943;13,6073143;265
Berlin;12627;Berlin;52,5379498;13,613039;263
Berlin;12629;Berlin;52,5404207;13,5918452;262
Berlin;12679;Berlin;52,548012;13,5617443;260
Berlin;12681;Berlin;52,5546409;13,539811;258
Berlin;12683;Berlin;52,4981613;13,5581889;262
Berlin;12685;Berlin;52,5379542;13,5664266;261
Berlin;12687;Berlin;52,5564034;13,5639941;260
Berlin;12689;Berlin;52,5644951;13,5719271;260
Berlin;13051;Berlin;52,5820148;13,4913122;254
Berlin;13053;Berlin;52,5559059;13,5055019;256
Berlin;13055;Berlin;52,5383115;13,4986372;257
Berlin;13057;Berlin;52,5730535;13,5451147;258
Berlin;13059;Berlin;52,5786096;13,5206891;256
Berlin;13086;Berlin;52,554561;13,4466477;253
Berlin;13088;Berlin;52,5593051;13,4761485;254
Berlin;13089;Berlin;52,5686844;13,442009;252
Berlin;13125;Berlin;52,6325588;13,4775758;251
Berlin;13127;Berlin;52,6110714;13,4280681;249
Berlin;13129;Berlin;52,5933459;13,4583108;251
Berlin;13156;Berlin;52,5818916;13,3981276;248
Berlin;13158;Berlin;52,5917165;13,3835886;247
Berlin;13159;Berlin;52,6247459;13,4037697;247
Berlin;13187;Berlin;52,5720661;13,4126603;250
Berlin;13189;Berlin;52,5600917;13,4222482;251
Berlin;13347;Berlin;52,5496772;13,3643415;248
Berlin;13349;Berlin;52,5587619;13,3436868;246
Berlin;13351;Berlin;52,5503114;13,339086;246
Berlin;13353;Berlin;52,5411171;13,3509304;248
Berlin;13355;Berlin;52,5420552;13,3900984;250
Berlin;13357;Berlin;52,5504704;13,3786773;249
Berlin;13359;Berlin;52,5591664;13,3830433;249
Berlin;13403;Berlin;52,5740508;13,318645;244
Berlin;13405;Berlin;52,5582844;13,3098386;244
Berlin;13407;Berlin;52,5736595;13,351446;246
Berlin;13409;Berlin;52,5693104;13,3714743;247
Berlin;13435;Berlin;52,6019101;13,3420889;244
Berlin;13437;Berlin;52,5875378;13,3345963;244
Berlin;13439;Berlin;52,5950829;13,3542346;245
Berlin;13465;Berlin;52,6324192;13,2880722;239
Berlin;13467;Berlin;52,6142447;13,3055157;241
Berlin;13469;Berlin;52,6130455;13,3398094;243
Berlin;13503;Berlin;52,6106246;13,2417857;237
Berlin;13505;Berlin;52,5883594;13,2464014;239
Berlin;13507;Berlin;52,5747293;13,2706899;241
Berlin;13509;Berlin;52,5890862;13,3032995;242
Berlin;13581;Berlin;52,5299056;13,1870599;239
Berlin;13583;Berlin;52,5415512;13,1833579;238
Berlin;13585;Berlin;52,5466773;13,2067825;239
Berlin;13587;Berlin;52,5727454;13,1924182;237
Berlin;13589;Berlin;52,5657546;13,158139;235
Berlin;13591;Berlin;52,5348604;13,1431864;236
Berlin;13593;Berlin;52,5186392;13,169637;238
Berlin;13595;Berlin;52,5076685;13,1916922;240
Berlin;13597;Berlin;52,5295796;13,2139084;240
Berlin;13599;Berlin;52,5485032;13,2385645;241
Berlin;13627;Berlin;52,5409999;13,3044598;245
Berlin;13629;Berlin;52,5400284;13,2653357;243
Berlin;14050;Berlin;52,5195043;13,2726937;244
Berlin;14052;Berlin;52,5127375;13,2595232;244
Berlin;14053;Berlin;52,5206358;13,227462;241
Berlin;14055;Berlin;52,5026955;13,2355484;243
Berlin;14057;Berlin;52,5064936;13,2856413;246
Berlin;14059;Berlin;52,5212611;13,2870699;245
Berlin;14089;Berlin;52,4741368;13,152334;240
Berlin;14109;Berlin;52,415113;13,1468678;243
Berlin;14129;Berlin;52,4307217;13,2005562;245
Berlin;14163;Berlin;52,4479646;13,2397306;246
Berlin;14165;Berlin;52,4159725;13,2587942;249
Berlin;14167;Berlin;52,419446;13,2758872;250
Berlin;14169;Berlin;52,4422117;13,26535;248
Berlin;14193;Berlin;52,4675293;13,2107327;243
Berlin;14195;Berlin;52,4532523;13,2885484;249
Berlin;14197;Berlin;52,4721327;13,3144298;249
Berlin;14199;Berlin;52,4767935;13,2962036;248
Berlinchen;16909;Brandenburg;53,1211501;12,5152596;171
Berlingen;54570;Rheinland-Pfalz;50,1332506;6,7213952;443
Berlingerode;37339;Thüringen;51,4572669;10,363573;234
Berlstedt;99439;Thüringen;51,0734088;11,2971731;288
Bermatingen;88697;Baden-Württemberg;47,7250136;9,3375292;650
Bermbach;36419;Thüringen;50,7307152;9,9845877;314
Bermbach;98587;Thüringen;50,7073073;10,6013094;318
Bermel;56729;Rheinland-Pfalz;50,3691224;7,1516537;406
Bermersheim;55234;Rheinland-Pfalz;49,702102;8,1388956;448
Bermersheim;67593;Rheinland-Pfalz;49,7003751;8,2356464;446
Bernau;16321;Brandenburg;52,6874845;13,5672765;254
Bernau;79872;Baden-Württemberg;47,7927978;8,0654376;655
Bernau;83233;Bayern;47,8190581;12,3776985;658
Bernbeuren;86975;Bayern;47,73868;10,7756934;648
Bernburg;6406;Sachsen-Anhalt;51,7804998;11,781959;229
Berndorf;54578;Rheinland-Pfalz;50,3052241;6,6969321;428
Berndroth;56370;Rheinland-Pfalz;50,2958457;7,9175351;390
Berne;27804;Niedersachsen;53,1656868;8,463132;114
Berneck;73312;Baden-Württemberg;48,610799;9,8355495;550
Berngau;92361;Bayern;49,2425713;11,372405;488
Bernhalden;71560;Baden-Württemberg;49,003314;9,5024784;507
Bernhardswald;93170;Bayern;49,093188;12,2553447;519
Bernheide;19309;Brandenburg;53,0831507;11,4981465;109
Bernitt;18249;Mecklenburg-Vorpommern;53,7781415;12,0183628;132
Bernkastel-Kues;54470;Rheinland-Pfalz;49,9168321;7,0645656;453
Bernöwe;16515;Brandenburg;52,7439161;13,3614898;238
Bernried;82347;Bayern;47,8591194;11,2721431;639
Bernried;94505;Bayern;48,918223;12,8832724;552
Bernsbach;8315;Sachsen;50,5766714;12,7703191;379
Bernsdorf;2994;Sachsen;51,373395;14,0679133;364
Bernsdorf;4916;Brandenburg;51,7208106;13,2298038;296
Bernsdorf;7318;Thüringen;50,6351912;11,3594746;336
Bernsdorf;9337;Sachsen;50,8347045;12,6789329;351
Bernsgrün;7952;Thüringen;50,5918585;11,9943259;355
Bernstadt;2748;Sachsen;51,04724;14,8270791;428
Bernstadt;89182;Baden-Württemberg;48,4995289;10,0238999;562
Bernstorf;19246;Mecklenburg-Vorpommern;53,5616031;10,9470514;59
Bernstorf;23936;Mecklenburg-Vorpommern;53,8465278;11,1873241;82
Bernterode;37308;Thüringen;51,3896504;10,1681603;240
Bernterode;37355;Thüringen;51,3600173;10,4794893;245
Berod;56414;Rheinland-Pfalz;50,481128;7,9437196;370
Berod;57614;Rheinland-Pfalz;50,6491127;7,6931205;361
Berscheid;54673;Rheinland-Pfalz;49,9955074;6,2324413;474
Berschweiler;55608;Rheinland-Pfalz;49,7810014;7,4176082;457
Berschweiler;55777;Rheinland-Pfalz;49,5772111;7,2921071;481
Bersenbrück;49593;Niedersachsen;52,5546875;7,9366872;179
Berßel;38835;Sachsen-Anhalt;51,9780039;10,7356558;181
Berthelsdorf;2747;Sachsen;51,0275548;14,7542719;425
Bertholling;94565;Bayern;;;655
Bertikow;17291;Brandenburg;53,3193989;13,8724781;255
Bertingen;39517;Sachsen-Anhalt;52,4339852;11,810623;171
Bertkow;39596;Sachsen-Anhalt;52,727602;11,9501613;156
Bertsdorf-Hörnitz;2763;Sachsen;50,9241386;14,7701227;434
Berumbur;26524;Niedersachsen;53,6128244;7,2893225;182
Berzhahn;56459;Rheinland-Pfalz;50,5507945;7,9308976;364
Berzhausen;57632;Rheinland-Pfalz;50,6475614;7,5277556;366
Besandten;19309;Brandenburg;53,0831507;11,4981465;109
Bescheid;54413;Rheinland-Pfalz;49,7260924;6,915858;477
Beschendorf;23738;Schlewig-Holstein;54,2196332;10,8833244;92
Besdorf;25584;Schlewig-Holstein;54,0551063;9,3408035;73
Beselich;65614;Hessen;50,4575742;8,1246371;368
Besenthal;23899;Schlewig-Holstein;53,5559574;10,7666122;47
Beseritz;17039;Mecklenburg-Vorpommern;53,6039926;13,2898821;214
Besigheim;74354;Baden-Württemberg;48,9966629;9,1575486;510
Besitz;19258;Mecklenburg-Vorpommern;53,4035861;10,7615181;50
Bessenbach;63856;Bayern;49,9765942;9,2551693;401
Bestenrade;19217;Mecklenburg-Vorpommern;53,7794357;11,0496685;71
Bestensee;15741;Brandenburg;52,2224015;13,6443789;283
Bestwig;59909;Nordrhein-Westfalen;51,3516663;8,387337;269
Bethanien;8258;Sachsen;50,3051377;12,3244969;393
Bethau;6925;Sachsen-Anhalt;51,7307201;13,0443907;286
Betheln;31032;Niedersachsen;52,1119546;9,7913673;161
Bethenhausen;7554;Thüringen;50,9144173;12,1350384;326
Betteldorf;54570;Rheinland-Pfalz;50,1332506;6,7213952;443
Betten;3238;Brandenburg;51,5965743;13,7428165;331
Bettendorf;56355;Rheinland-Pfalz;50,2013902;7,85813;402
Bettenfeld;54533;Rheinland-Pfalz;50,078658;6,7721778;447
Bettenhausen;98617;Thüringen;50,530613;10,3539589;336
Bettingen;54646;Rheinland-Pfalz;49,9451819;6,393732;473
Betzdorf;57518;Rheinland-Pfalz;50,7727981;7,8736846;343
Betzendorf;21386;Niedersachsen;53,1279498;10,3075572;50
Betzenhausen;87743;Bayern;48,0865967;10,2835415;608
Betzenstein;91282;Bayern;49,6800476;11,4176052;441
Betzenweiler;88422;Baden-Württemberg;48,0618455;9,6079482;611
Betzigau;87488;Bayern;47,7141565;10,4375051;650
Betzin;16833;Brandenburg;52,7619081;12,8119414;204
Betzweiler-Wälde;72291;Baden-Württemberg;51,165691;10,451526;267
Beucha;4824;Sachsen;51,3228072;12,5617867;301
Beuchow;18581;Mecklenburg-Vorpommern;54,3502808;13,4767608;241
Beuernfeld;99819;Thüringen;50,9134368;10,2028185;293
Beughorst;18314;Mecklenburg-Vorpommern;54,3075191;12,6113199;188
Beulbar-Ilmsdorf;7616;Thüringen;50,9390093;11,7502775;313
Beulich;56283;Rheinland-Pfalz;50,1586218;7,4879557;416
Beulwitz;7318;Thüringen;50,6351912;11,3594746;336
Beuna;6217;Sachsen-Anhalt;51,3548323;11,9791972;277
Beuren;37327;Thüringen;51,3866136;10,3229117;241
Beuren;54413;Rheinland-Pfalz;49,7260924;6,915858;477
Beuren;56825;Rheinland-Pfalz;50,1434935;7,070333;431
Beuren;72660;Baden-Württemberg;48,5713255;9,4034788;556
Beurenermühle;56864;Rheinland-Pfalz;50,0709681;7,0355853;439
Beuron;88631;Baden-Württemberg;48,0790288;9,027097;613
Beuster;39615;Sachsen-Anhalt;52,8877708;11,7523292;135
Beutel;17268;Brandenburg;53,1816287;13,5478841;236
Beutelsbach;94501;Bayern;48,5698499;13,0693851;593
Beutelsdorf;7407;Thüringen;50,732817;11,3287072;325
Beutenmühle;73547;Baden-Württemberg;48,8072283;9,6704159;528
Beutersitz;4924;Brandenburg;51,5321537;13,3789452;318
Beveringen;16928;Brandenburg;53,1344696;12,1805598;149
Bevern;25355;Schlewig-Holstein;53,8062568;9,7756571;34
Bevern;37639;Niedersachsen;51,8568671;9,4955097;192
Beverstedt;27616;Niedersachsen;53,434765;8,7969675;84
Beverungen;37688;Nordrhein-Westfalen;51,66014;9,3466097;216
Bexbach;66450;Saarland;49,3717962;7,2559256;503
Beyern;4895;Brandenburg;51,5923731;13,2279272;306
Beyernaumburg;6528;Sachsen-Anhalt;51,4505828;11,2355362;247
Bias;39264;Sachsen-Anhalt;52,0033435;12,2206875;226
Biberach;77781;Baden-Württemberg;48,3390059;8,0317073;596
Biberach;88400;Baden-Württemberg;48,0897213;9,8079239;607
Biberau;98666;Thüringen;50,5076669;10,9429615;344
Biberbach;86485;Bayern;48,504663;10,7872178;563
Bibersohl;73566;Baden-Württemberg;48,7418595;9,9595419;535
Bibertal;89346;Bayern;48,3916726;10,2040311;574
Biblis;68647;Hessen;49,6838775;8,3931888;445
Bibow;19417;Mecklenburg-Vorpommern;53,7913061;11,6468601;109
Bibra;7768;Thüringen;50,8001196;11,583762;323
Bibra;98631;Thüringen;50,4489525;10,4478809;346
Biburg;83546;Bayern;48,1729437;12,3137672;619
Biburg;93354;Bayern;48,7536976;11,8485704;548
Bichl;83673;Bayern;47,7105129;11,4590368;657
Bichl;83739;Bayern;51,165691;10,451526;267
Bicken;24392;Schlewig-Holstein;54,6415512;9,803084;122
Bickenbach;56291;Rheinland-Pfalz;50,1130379;7,5786331;418
