Ort;Plz;Bundesland;lat;lng;km
Temmen;17268;Brandenburg;53,1816287;13,5478841;236
Tempelberg;15518;Brandenburg;52,3864736;14,19504;306
Templin;17268;Brandenburg;53,1816287;13,5478841;236
Tempzin;19412;Mecklenburg-Vorpommern;53,7100925;11,6897425;110
Tengen;78250;Baden-Württemberg;47,8226514;8,6667015;644
Teningen;79331;Baden-Württemberg;48,1246706;7,7941044;624
Tennenbronn;78144;Baden-Württemberg;48,1901524;8,3488125;608
Tensbüttel-Röst;25767;Schlewig-Holstein;54,1428732;9,2724517;83
Tensfeld;23824;Schlewig-Holstein;54,0516488;10,3177564;58
Teplitz;23992;Mecklenburg-Vorpommern;53,8647019;11,6869943;113
Terpe;3139;Brandenburg;51,165691;10,451526;267
Terpitzsch;9306;Sachsen;51,0447384;12,7905483;335
Terpt;15926;Brandenburg;51,8535998;13,7504463;313
Teschendorf;16515;Brandenburg;52,7439161;13,3614898;238
Teschendorf;17094;Mecklenburg-Vorpommern;53,4961571;13,316509;216
Teschenmoschel;67806;Rheinland-Pfalz;49,626978;7,8143697;463
Teschow;23923;Mecklenburg-Vorpommern;53,8318674;10,8715577;63
Teschow;23936;Mecklenburg-Vorpommern;53,8465278;11,1873241;82
Tespe;21395;Niedersachsen;53,3954298;10,4139096;30
Tessenow;19376;Mecklenburg-Vorpommern;53,3181174;11,927909;127
Tessin;18195;Mecklenburg-Vorpommern;54,0282009;12,4636108;167
Tessin;19243;Mecklenburg-Vorpommern;53,5069254;11,0780068;68
Tessin;19258;Mecklenburg-Vorpommern;53,4035861;10,7615181;50
Tessin;19412;Mecklenburg-Vorpommern;53,7100925;11,6897425;110
Teßmannsdorf;18233;Mecklenburg-Vorpommern;54,0177085;11,6980532;120
Testorf;19246;Mecklenburg-Vorpommern;53,5616031;10,9470514;59
Testorf;23936;Mecklenburg-Vorpommern;53,8465278;11,1873241;82
Testorf-Steinfort;23936;Mecklenburg-Vorpommern;53,8465278;11,1873241;82
Tetenbüll;25882;Schlewig-Holstein;54,3838578;8,8521805;121
Tetenhusen;24817;Schlewig-Holstein;54,3530291;9,5013319;96
Teterow;17166;Mecklenburg-Vorpommern;53,7500146;12,5882333;169
Tettau;1945;Brandenburg;51,4566131;13,8642648;348
Tettau;96355;Bayern;50,4493265;11,2766206;355
Tettenweis;94167;Bayern;48,4428142;13,2713255;611
Tettnang;88069;Baden-Württemberg;47,6460495;9,629924;657
Tetzelstein;38154;Niedersachsen;52,2732142;10,7929697;151
Teublitz;93158;Bayern;49,220674;12,0848844;502
Teuchern;6682;Sachsen-Anhalt;51,1230516;12,0267026;302
Teufelshof;14641;Brandenburg;52,631423;12,8120194;211
Teugn;93356;Bayern;48,8903817;12,0122332;536
Teunz;92552;Bayern;49,5072712;12,3919019;478
Teupitz;15755;Brandenburg;52,1347113;13,6145902;287
Teuschnitz;96358;Bayern;50,3983356;11,3812257;362
Teusin;17111;Mecklenburg-Vorpommern;53,8365842;13,0117491;198
Teutleben;99628;Thüringen;51,1223059;11,4175773;286
Teutleben;99880;Thüringen;50,9318497;10,5608574;293
Teutschenthal;6179;Sachsen-Anhalt;51,4564641;11,8188107;262
Tewswoos;19303;Mecklenburg-Vorpommern;53,2337068;11,1799693;83
Thaden;25557;Schlewig-Holstein;54,1217671;9,4019255;76
Thaining;86943;Bayern;47,9692356;10,9650645;624
Thal;57537;Rheinland-Pfalz;50,7742645;7,7742348;345
Thal;83555;Bayern;48,144062;12,3010879;622
Thal;99843;Thüringen;;;325
Thalberg;4924;Brandenburg;51,5321537;13,3789452;318
Thalbürgel;7616;Thüringen;50,9390093;11,7502775;313
Thale;6502;Sachsen-Anhalt;51,7287965;11,0004017;213
Thalebra;99713;Thüringen;51,2862655;10,7338206;256
Thaleischweiler-Fröschen;66987;Rheinland-Pfalz;49,2645652;7,5750289;506
Thälendorf;7422;Thüringen;50,645836;11,2508826;333
Thalfang;54424;Rheinland-Pfalz;49,7508269;7,0038956;472
Thalhausen;56584;Rheinland-Pfalz;50,4980852;7,5531911;380
Thalhausen;57577;Rheinland-Pfalz;50,7653694;7,6721067;350
Thalhausermühle;57577;Rheinland-Pfalz;50,7653694;7,6721067;350
Thalheim;6766;Sachsen-Anhalt;51,6694163;12,235267;256
Thalheim;9380;Sachsen;50,7054352;12,8445115;369
Thalhofen;86932;Bayern;48,0096588;10,9094427;619
Thallichtenberg;66871;Rheinland-Pfalz;49,5698373;7,3579944;480
Thallwitz;4808;Sachsen;51,38083;12,8291213;306
Thalmassing;93107;Bayern;48,8961307;12,1506962;538
Thalmässing;91177;Bayern;49,0881926;11,2212889;503
Thalwenden;37318;Thüringen;51,3628667;10,0721805;243
Thalwinkel;6647;Sachsen-Anhalt;51,1879685;11,531088;281
Thammenhain;4808;Sachsen;51,38083;12,8291213;306
Thamsbrück;99947;Thüringen;51,0949266;10,6232172;276
Thandorf;19217;Mecklenburg-Vorpommern;53,7794357;11,0496685;71
Thannhausen;86470;Bayern;48,276667;10,4727076;587
Thanstein;92554;Bayern;49,3916191;12,4585128;492
Tharandt;1737;Sachsen;50,9700656;13,5362012;372
Thedinghausen;27321;Niedersachsen;52,9501873;9,0339242;95
Theeschütz;4720;Sachsen;51,1343172;13,1272418;340
Theeßen;39291;Sachsen-Anhalt;52,1425433;11,9549183;202
Theilenhofen;91741;Bayern;49,0831007;10,8525678;500
Theilheim;97288;Bayern;49,7540352;10,0308226;422
Theisa;4924;Brandenburg;51,5321537;13,3789452;318
Theisbergstegen;66871;Rheinland-Pfalz;49,5698373;7,3579944;480
Theismühlen;56346;Rheinland-Pfalz;50,1922456;7,6857382;407
Theisseil;92637;Bayern;49,674352;12,1489451;455
Theißen;6727;Sachsen-Anhalt;51,165691;10,451526;267
Thelkow;18195;Mecklenburg-Vorpommern;54,0282009;12,4636108;167
Themar;98660;Thüringen;50,5062602;10,6220165;341
Theres;97531;Bayern;50,0198508;10,4473997;394
Theresenhof;15834;Brandenburg;52,2870995;13,4610234;268
Thermalbad Wiesenbad;9488;Sachsen;50,6105018;13,0203444;385
Thesenvitz;18528;Mecklenburg-Vorpommern;54,4117391;13,4258527;241
Theuma;8541;Sachsen;50,5035535;12,2239868;370
Thielbeer;39619;Sachsen-Anhalt;52,859462;11,44928;121
Thiendorf;1561;Sachsen;51,2834635;13,6765407;352
Thierbach;7356;Thüringen;50,4415546;11,6181353;362
Thierbach;9322;Sachsen;50,938449;12,6975126;342
Thierhaupten;86672;Bayern;48,553582;10,9113423;559
Thierschneck;7774;Thüringen;51,0541872;11,7060429;300
Thiersheim;95707;Bayern;50,0758749;12,1257936;412
Thierstein;95199;Bayern;50,1169999;12,1035786;407
Thiesholz;24405;Schlewig-Holstein;54,6764292;9,7146247;127
Thießen;6862;Sachsen-Anhalt;51,9240181;12,2598622;234
Thiessow;18586;Mecklenburg-Vorpommern;54,3421094;13,694125;254
Thimmendorf;7356;Thüringen;50,4415546;11,6181353;362
Tholey;66636;Saarland;49,4892582;7,0083377;498
Thomasburg;21401;Niedersachsen;53,2266488;10,6528568;54
Thomm;54317;Rheinland-Pfalz;49,7148526;6,7930335;482
Thonhausen;4626;Thüringen;50,8852891;12,3100885;334
Thöringswerder;16269;Brandenburg;52,7015681;14,0917107;286
Thörlingen;56291;Rheinland-Pfalz;50,1130379;7,5786331;418
Thörnich;54340;Rheinland-Pfalz;49,8389074;6,8519481;468
Thorstorf;23936;Mecklenburg-Vorpommern;53,8465278;11,1873241;82
Thoßfell;8541;Sachsen;50,5035535;12,2239868;370
Thuine;49832;Niedersachsen;52,4842748;7,5376352;206
Thulendorf;18184;Mecklenburg-Vorpommern;54,0730795;12,2121871;153
Thum;9419;Sachsen;50,6704527;12,9512865;377
Thumby;24351;Schlewig-Holstein;54,5813865;9,9288238;115
Thum-Herold;9419;Sachsen;50,6704527;12,9512865;377
Thum-Jahnsbach;9419;Sachsen;50,6704527;12,9512865;377
Thundorf;97711;Bayern;50,1832281;10,2760911;375
Thüngen;97289;Bayern;49,9407197;9,8574764;402
Thüngersheim;97291;Bayern;49,8726985;9,8497412;409
Thür;56743;Rheinland-Pfalz;50,363859;7,2755972;402
Thüringenhausen;99713;Thüringen;51,2862655;10,7338206;256
Thüringer Hütte;97647;Bayern;50,4881337;10,1408483;341
Thürkow;17168;Mecklenburg-Vorpommern;53,8825629;12,5868168;171
Thurland;6779;Sachsen-Anhalt;51,7307327;12,2626359;252
Thurmansbang;94169;Bayern;48,7665357;13,3153645;579
Thurnau;95349;Bayern;50,0252536;11,393042;403
Thurow;19412;Mecklenburg-Vorpommern;53,7100925;11,6897425;110
Thyrnau;94136;Bayern;48,6150283;13,5370478;600
Thyrow;14974;Brandenburg;52,2780825;13,2569144;257
Tiddische;38473;Niedersachsen;52,5179305;10,8064619;126
Tieckow;14798;Brandenburg;52,5064453;12,463181;199
Tiefenau;1609;Sachsen;51,3890612;13,4140191;331
Tiefenbach;9661;Sachsen;51,0070443;13,125568;352
Tiefenbach;55471;Rheinland-Pfalz;49,9960888;7,4446764;434
Tiefenbach;84184;Bayern;48,4931163;12,111311;581
Tiefenbach;88422;Baden-Württemberg;48,0618455;9,6079482;611
Tiefenbach;93464;Bayern;49,444636;12,5867227;489
Tiefenbach;94113;Bayern;48,623931;13,3987876;596
Tiefenbronn;75233;Baden-Württemberg;48,8201724;8,8185081;533
Tiefenbrunnen;14929;Brandenburg;52,0646102;12,8501425;250
Tiefengruft;24989;Schlewig-Holstein;54,7792309;9,6799897;139
Tiefenort;36469;Thüringen;50,8401405;10,1654007;302
Tiefensee;4849;Sachsen;51,6034528;12,6503593;279
Tiefensee;16259;Brandenburg;52,798072;14,015775;277
Tiefenthal;19348;Brandenburg;53,1168791;11,9261371;134
Tiefenthal;55546;Rheinland-Pfalz;49,7999708;7,9003493;443
Tiefenthal;67311;Rheinland-Pfalz;49,5480169;8,1040302;465
Tiefenweg;83546;Bayern;48,1729437;12,3137672;619
Tiefthal;99189;Thüringen;51,0451572;10,9503104;285
Tiefthal;99189;Thüringen;51,0451572;10,9503104;285
Tielen;24803;Schlewig-Holstein;54,304868;9,3131054;97
Tielenhemme;25794;Schlewig-Holstein;54,2676572;9,2956373;94
Tietzow;14641;Brandenburg;52,631423;12,8120194;211
Tilleda;6537;Sachsen-Anhalt;51,4376859;11,0932775;245
Timmaspe;24644;Schlewig-Holstein;54,1407386;9,8911374;66
Timmendorfer Strand;23669;Schlewig-Holstein;53,9774167;10,7830868;68
Timmenrode;6502;Sachsen-Anhalt;51,7287965;11,0004017;213
Tinningstedt;25917;Schlewig-Holstein;54,7698891;9,011256;151
Tirpersdorf;8606;Sachsen;50,3625638;12,0797301;381
Tirschendorf;8606;Sachsen;50,3625638;12,0797301;381
Tirschenreuth;95643;Bayern;49,877961;12,3187354;437
Tissa;7646;Thüringen;50,8562787;11,7790587;322
Tiste;27419;Niedersachsen;53,2920464;9,5177888;45
Titisee-Neustadt;79822;Baden-Württemberg;47,9272805;8,1925801;639
Titting;85135;Bayern;48,9917423;11,2171985;513
Tittling;94104;Bayern;48,7258894;13,3801395;585
Tittmoning;84529;Bayern;48,0397956;12,7434154;641
Titz;52445;Nordrhein-Westfalen;51,0055724;6,4269869;375
Tivoli;24321;Schlewig-Holstein;54,3005255;10,5616366;90
Toba;99713;Thüringen;51,2862655;10,7338206;256
Toddin;19230;Mecklenburg-Vorpommern;53,40188;11,2495709;81
Todenbüttel;24819;Schlewig-Holstein;54,1303971;9,5554534;72
Todendorf;22965;Schlewig-Holstein;53,6946084;10,3486886;25
Todenhagen;18320;Mecklenburg-Vorpommern;54,232833;12,623599;185
Todenroth;55481;Rheinland-Pfalz;49,9432089;7,4083724;440
Todesfelde;23826;Schlewig-Holstein;53,8931936;10,1763137;39
Todsburg;73349;Baden-Württemberg;48,5621164;9,6252571;556
Todtenweis;86447;Bayern;48,5145403;10,8961853;563
Todtmoos;79682;Baden-Württemberg;47,7320234;8,0022386;663
Todtnau;79674;Baden-Württemberg;47,8295436;7,944635;653
Töfenreut;83379;Bayern;47,9147636;12,7191312;654
Töging;84513;Bayern;48,2646459;12,582742;614
Tolk;24894;Schlewig-Holstein;54,5794855;9,6395998;117
Tollow;23992;Mecklenburg-Vorpommern;53,8647019;11,6869943;113
Tollwitz;6231;Sachsen-Anhalt;51,2792897;12,0920822;288
Tömmelsdorf;7819;Thüringen;50,7238637;11,8369896;337
Tönisvorst;47918;Nordrhein-Westfalen;51,3274683;6,4438452;348
Tonna;99958;Thüringen;51,0937825;10,7501659;277
Tonndorf;99438;Thüringen;50,8967473;11,2678879;307
Tönning;25832;Schlewig-Holstein;54,3149337;8,8902099;114
Töpchin;15755;Brandenburg;52,1347113;13,6145902;287
Töpen;95183;Bayern;50,3619376;11,9346972;377
Topfstedt;99718;Thüringen;51,2344562;10,9305183;264
Töplitz;14476;Brandenburg;52,4699198;12,9965755;231
Toppenstedt;21442;Niedersachsen;53,2647638;10,1162609;32
Törber;19217;Mecklenburg-Vorpommern;53,7794357;11,0496685;71
Torfbrücke;18181;Mecklenburg-Vorpommern;54,2494564;12,246189;164
Torfbrücke;18181;Mecklenburg-Vorpommern;54,2494564;12,246189;164
Torfgrube;73266;Baden-Württemberg;48,5990276;9,4962098;552
Torfhaus;38667;Niedersachsen;51,875859;10,5655195;189
Torfkaten;23883;Schlewig-Holstein;53,6205203;10,8184955;51
Torfstich;8318;Sachsen;;;392
Torgau;4860;Sachsen;51,5486301;12,9525423;297
Torgelow;17192;Mecklenburg-Vorpommern;53,5145891;12,7304761;177
Torgelow;17358;Mecklenburg-Vorpommern;53,6223109;14,0136372;262
Torgelow-Holländerei;17358;Mecklenburg-Vorpommern;53,6223109;14,0136372;262
Torisdorf;23923;Mecklenburg-Vorpommern;53,8318674;10,8715577;63
Torna;6729;Sachsen-Anhalt;51,0762348;12,2064606;312
Tornau;6774;Sachsen-Anhalt;51,6585033;12,4290069;265
Tornau v d Heide;6779;Sachsen-Anhalt;51,7307327;12,2626359;252
Tornesch;25436;Schlewig-Holstein;53,6833851;9,6710706;29
Tornitz;39249;Sachsen-Anhalt;51,9666346;11,8803131;215
Tornow;15755;Brandenburg;52,1347113;13,6145902;287
Tornow;16775;Brandenburg;53,0563903;13,1082776;211
Tornow;16818;Brandenburg;52,9032564;12,7248597;192
Tornow;16866;Brandenburg;52,9847887;12,3597868;166
Tornowhof;17259;Mecklenburg-Vorpommern;51,165691;10,451526;267
Törpt;23923;Mecklenburg-Vorpommern;53,8318674;10,8715577;63
Tostedt;21255;Niedersachsen;53,2779864;9,6911655;39
Tosterglope;21371;Niedersachsen;53,2066194;10,8272858;64
Töttelstädt;99100;Thüringen;51,0744909;10,8554092;281
Töttelstädt;99100;Thüringen;51,0744909;10,8554092;281
Tottleben;99947;Thüringen;51,0949266;10,6232172;276
Töttleben;99198;Thüringen;50,9693475;11,1547517;297
Töttleben;99198;Thüringen;50,9693475;11,1547517;297
Traben-Trarbach;56841;Rheinland-Pfalz;49,9558751;7,1000017;448
Trabitz;39240;Sachsen-Anhalt;51,9036653;11,8349628;219
Trabitz;92724;Bayern;49,7828104;11,8928754;438
Tradlenz;82390;Bayern;47,78046;11,20828;647
Train;93358;Bayern;48,7310715;11,8294006;550
Traisen;55595;Rheinland-Pfalz;49,8638457;7,7317592;440
Traitsching;93455;Bayern;49,1269665;12,6650263;524
Tramm;19089;Mecklenburg-Vorpommern;53,5778004;11,6946585;109
Tramm;21516;Schlewig-Holstein;53,4931709;10,5649702;35
Tramm;23936;Mecklenburg-Vorpommern;53,8465278;11,1873241;82
Trams;19417;Mecklenburg-Vorpommern;53,7913061;11,6468601;109
Trannroda;7381;Thüringen;50,7057241;11,6012879;334
Trantow;17121;Mecklenburg-Vorpommern;53,9977638;13,1546969;210
Trappenkamp;24610;Schlewig-Holstein;54,0418554;10,1755383;55
Trappstadt;97633;Bayern;50,3253664;10,4291184;360
Traßdorf;99326;Thüringen;50,7539721;11,1110548;319
Trassem;54441;Rheinland-Pfalz;49,639444;6,5415587;498
Trassenheide;17449;Mecklenburg-Vorpommern;54,1138194;13,8327078;256
Traubenmühle;74523;Baden-Württemberg;49,1257616;9,7544127;492
Traun;7819;Thüringen;50,7238637;11,8369896;337
Traunreut;83301;Bayern;47,9527301;12,5768605;647
Traunstein;83278;Bayern;47,8854132;12,6400382;656
Traunwalchen;83374;Bayern;47,9454517;12,6018174;649
Traupitz;6729;Sachsen-Anhalt;51,0762348;12,2064606;312
Trausnitz;92555;Bayern;49,5272376;12,25471;473
Trautenhof;74249;Baden-Württemberg;49,3080604;9,4691302;473
Trautenstein;38899;Sachsen-Anhalt;51,6917951;10,8550292;214
Trautshofen;85655;Bayern;51,165691;10,451526;267
Trautskirchen;90619;Bayern;49,4678529;10,5760029;455
Travenbrück;23843;Schlewig-Holstein;53,8013492;10,3523426;34
Travenhorst;23827;Schlewig-Holstein;54,0012459;10,4182932;56
Traventhal;23795;Schlewig-Holstein;53,9272748;10,2932676;45
Trebatsch;15848;Brandenburg;52,1511093;14,1489597;316
Trebbichau;6369;Sachsen-Anhalt;51,713486;12,0183022;244
Trebbin;14959;Brandenburg;52,2317821;13,1885029;257
Trebbus;3253;Brandenburg;51,6471716;13,4956659;315
Trebel;29494;Niedersachsen;52,9954895;11,2789873;102
Treben;1594;Sachsen;51,2606788;13,2323241;334
Treben;4617;Thüringen;51,0180437;12,3549051;322
Trebendorf;2959;Sachsen;51,5360042;14,5290039;377
Trebendorf;3149;Brandenburg;51,7307002;14,5768168;366
Trebendorf-Mühlrose;2959;Sachsen;51,5360042;14,5290039;377
Trebgast;95367;Bayern;50,0658558;11,552027;401
Trebishain;4651;Sachsen;51,1354419;12,6417913;321
Trebitz;6909;Sachsen-Anhalt;51,7159098;12,7906303;275
Trebitz;14822;Brandenburg;52,2003735;12,7926843;238
Trebitz;15868;Brandenburg;51,9833876;14,2995524;335
Trebnitz;6217;Sachsen-Anhalt;51,3548323;11,9791972;277
Trebnitz;6420;Sachsen-Anhalt;51,6751631;11,7662138;239
Trebnitz;6682;Sachsen-Anhalt;51,1230516;12,0267026;302
Trebnitz;15320;Brandenburg;52,5959574;14,2363719;299
Trebra;99718;Thüringen;51,2344562;10,9305183;264
Trebs;19249;Mecklenburg-Vorpommern;53,3034651;11,0836914;74
Trebsen;4687;Sachsen;51,2878672;12,7582113;312
Trebur;65468;Hessen;49,9112155;8,3828584;421
Trebus;2923;Sachsen;51,2327935;14,8952089;418
Trechtingshausen;55413;Rheinland-Pfalz;49,9575294;7,8645713;427
Trechwitz;14778;Brandenburg;52,4852242;12,5600977;206
Treffelstein;93492;Bayern;49,4149185;12,6220691;493
Treffurt;99830;Thüringen;51,1259667;10,2190912;270
Treia;24896;Schlewig-Holstein;54,524455;9,3279321;118
Treis-Karden;56253;Rheinland-Pfalz;50,1746996;7,3019521;420
Tremmen;14641;Brandenburg;52,631423;12,8120194;211
Tremnitz;7985;Thüringen;50,6095624;12,1702369;358
Tremsbüttel;22967;Schlewig-Holstein;53,7427879;10,3086342;27
Tremsdorf;14552;Brandenburg;52,3097069;13,0731063;245
Trendelburg;34388;Hessen;51,5778479;9,4451662;223
Trenkmoos;83359;Bayern;51,165691;10,451526;267
Trennewurth;25693;Schlewig-Holstein;53,9902268;9,1145506;78
Trent;18569;Mecklenburg-Vorpommern;54,5082563;13,261022;235
Treplin;15236;Brandenburg;52,293446;14,4889278;329
Treppeln;15898;Brandenburg;52,0883961;14,6454024;349
Treppendorf;7407;Thüringen;50,732817;11,3287072;325
Trescherberg;83546;Bayern;48,1729437;12,3137672;619
Treseburg;38889;Sachsen-Anhalt;51,7868484;10,950987;205
Treuchtlingen;91757;Bayern;48,9516022;10,8937048;515
Treuen;8233;Sachsen;50,5371205;12,313432;369
Treuenbrietzen;14929;Brandenburg;52,0646102;12,8501425;250
Treugeböhla;1561;Sachsen;51,2834635;13,6765407;352
Triberg;78098;Baden-Württemberg;48,1301719;8,2324024;616
Tribohm;18320;Mecklenburg-Vorpommern;54,232833;12,623599;185
Tribsees;18465;Mecklenburg-Vorpommern;54,0913334;12,76019;188
Trieb;8239;Sachsen;50,4797993;12,2906614;374
Triebel;8606;Sachsen;50,3625638;12,0797301;381
Triebes;7950;Thüringen;50,6953645;12,0106199;345
Triebischtal;1665;Sachsen;51,0954089;13,4641847;358
Triefenstein;97855;Bayern;49,7965792;9,5889144;419
Triepkendorf;17259;Mecklenburg-Vorpommern;51,165691;10,451526;267
Trieplatz;16845;Brandenburg;52,858298;12,4343744;177
Trier;54290;Rheinland-Pfalz;49,7495739;6,633381;484
Trier;54292;Rheinland-Pfalz;49,7700344;6,6792434;480
Trier;54293;Rheinland-Pfalz;49,795724;6,6790269;478
Trier;54294;Rheinland-Pfalz;49,7392255;6,5899832;486
Trier;54295;Rheinland-Pfalz;49,741047;6,6460998;484
Trier;54296;Rheinland-Pfalz;49,7288105;6,6820754;484
Trierscheid;53520;Rheinland-Pfalz;50,422681;6,907561;409
Trierweiler;54311;Rheinland-Pfalz;49,7594094;6,5569238;485
Triftern;84371;Bayern;48,3932267;13,0143003;610
Triglitz;16949;Brandenburg;51,165691;10,451526;267
Trimbs;56753;Rheinland-Pfalz;50,2531155;7,3052432;412
Trimport;54636;Rheinland-Pfalz;49,9978924;6,4962668;464
Trinum;6369;Sachsen-Anhalt;51,713486;12,0183022;244
Trinwillershagen;18320;Mecklenburg-Vorpommern;54,232833;12,623599;185
Tripkau;19273;Niedersachsen;53,2556839;10,9455174;68
Trippigleben;39649;Sachsen-Anhalt;52,4957138;11,1782351;140
Trippstadt;67705;Rheinland-Pfalz;49,3589516;7,7743278;492
Triptis;7819;Thüringen;50,7238637;11,8369896;337
Trittau;22946;Schlewig-Holstein;53,6027343;10,3677439;22
Trittenheim;54349;Rheinland-Pfalz;49,8175998;6,9187945;468
Triwalk;23966;Mecklenburg-Vorpommern;53,8231915;11,3174732;89
Tröbigau;1877;Sachsen;51,1344289;14,2020056;389
Tröbitz;3253;Brandenburg;51,6471716;13,4956659;315
Tröbnitz;7646;Thüringen;50,8562787;11,7790587;322
Tröbsdorf;99428;Thüringen;50,9603025;11,2556246;300
Tröbsdorf;99428;Thüringen;50,9603025;11,2556246;300
Tröchtelborn;99869;Thüringen;50,8969049;10,7671937;299
Trochtelfingen;72818;Baden-Württemberg;48,3149305;9,273895;585
Trockenborn-Wolfersdorf;7646;Thüringen;50,8562787;11,7790587;322
Trogen;95183;Bayern;50,3619376;11,9346972;377
Tröglitz;6729;Sachsen-Anhalt;51,0762348;12,2064606;312
Troisdorf;53840;Nordrhein-Westfalen;50,8190807;7,1574549;362
Troisdorf;53842;Nordrhein-Westfalen;50,844413;7,1705465;359
Troisdorf;53844;Nordrhein-Westfalen;50,7858479;7,1029131;367
Troistedt;99438;Thüringen;50,8967473;11,2678879;307
Trollenhagen;17039;Mecklenburg-Vorpommern;53,6039926;13,2898821;214
Tromsdorf;6648;Sachsen-Anhalt;51,124189;11,5332342;288
Tröndel;24321;Schlewig-Holstein;54,3005255;10,5616366;90
Trossin;4880;Sachsen;51,6386699;12,8791665;286
Trossingen;78647;Baden-Württemberg;48,0833884;8,6472627;616
Tröstau;95709;Bayern;50,0285289;11,9282586;412
Trostberg;83308;Bayern;48,0377303;12,581574;638
Truchtlaching;83376;Bayern;47,9611706;12,5005511;645
Trügleben;99880;Thüringen;50,9318497;10,5608574;293
Trulben;66957;Rheinland-Pfalz;49,1290977;7,5449906;521
Trunkelsberg;87779;Bayern;48,0019107;10,2159846;617
Trusetal;98596;Thüringen;50,78785;10,4083935;308
Tryppehna;39291;Sachsen-Anhalt;52,1425433;11,9549183;202
Tschernitz;3130;Brandenburg;51,5837985;14,3759135;365
Tschirn;96367;Bayern;50,3947955;11,457883;364
Tübingen;72070;Baden-Württemberg;48,5226576;9,0047096;564
Tübingen;72072;Baden-Württemberg;48,4936788;9,052606;567
Tübingen;72074;Baden-Württemberg;48,5723636;9,0779068;558
Tübingen;72076;Baden-Württemberg;48,5392481;9,0615313;562
Tucheim;39307;Sachsen-Anhalt;52,3744452;12,1760778;193
Tüchen;16928;Brandenburg;53,1344696;12,1805598;149
Tuchenbach;90587;Bayern;49,511351;10,8893324;453
Tuchtfeld;37620;Niedersachsen;51,9905409;9,561637;177
Tülau;38474;Niedersachsen;52,5787524;10,8695962;121
Tümlauer Koog;25881;Schlewig-Holstein;54,3301045;8,6830395;124
Tunau;79677;Baden-Württemberg;47,7792497;7,8938329;659
Tuningen;78609;Baden-Württemberg;48,0268465;8,6022245;623
Tuntenhausen;83104;Bayern;47,9392057;12,0064334;639
Tunzenhausen;99610;Thüringen;51,17087;11,1651486;275
Türkendorf;3130;Brandenburg;51,5837985;14,3759135;365
Türkenfeld;82299;Bayern;48,1052837;11,0830064;610
Türkheim;86842;Bayern;48,0550211;10,6419896;613
Turloff;19406;Mecklenburg-Vorpommern;53,692225;11,8693216;121
Turnow-Preilack;3185;Brandenburg;51,8574378;14,4127622;349
Tüschow;19260;Mecklenburg-Vorpommern;53,399569;10,9684023;63
Tussenhausen;86874;Bayern;48,1030819;10,5567116;607
Tüßling;84577;Bayern;48,210815;12,6124054;620
Tutow;17129;Mecklenburg-Vorpommern;53,9180421;13,2417747;214
Tüttendorf;24214;Schlewig-Holstein;54,4108044;9,978799;96
Tüttleben;99869;Thüringen;50,8969049;10,7671937;299
Tuttlingen;78532;Baden-Württemberg;47,9709599;8,8117805;626
Tutzing;82327;Bayern;47,895911;11,2543569;634
Tützpatz;17091;Mecklenburg-Vorpommern;53,6518606;13,1241434;203
Tüzen;23992;Mecklenburg-Vorpommern;53,8647019;11,6869943;113
Twedt;24894;Schlewig-Holstein;54,5794855;9,6395998;117
Twieflingen;38388;Niedersachsen;52,1252655;10,9177537;169
Twist;49767;Niedersachsen;52,6724949;7,0987986;220
Twistetal;34477;Hessen;51,3369234;8,9652633;257
Twistringen;27239;Niedersachsen;52,7992829;8,5945111;128
Tylsen;29413;Sachsen-Anhalt;52,7836781;10,8767222;102
Tyrlaching;84558;Bayern;48,0704213;12,6499045;636
Übach-Palenberg;52531;Nordrhein-Westfalen;50,9253588;6,1177073;396
Übereisenbach;54689;Rheinland-Pfalz;50,0701582;6,185825;469
Überherrn;66802;Saarland;49,2433484;6,6981115;532
Überlingen;88662;Baden-Württemberg;47,7654618;9,1450009;646
Übersee;83236;Bayern;47,8218148;12,4830974;660
Ubstadt-Weiher;76698;Baden-Württemberg;49,1733057;8,652404;496
Uchtdorf;39517;Sachsen-Anhalt;52,4339852;11,810623;171
Uchte;31600;Niedersachsen;52,5175929;8,9066686;138
Üchtelhausen;97532;Bayern;50,131012;10,2746651;381
Uchtspringe;39599;Sachsen-Anhalt;52,621384;11,7182476;152
Ückeritz;17459;Mecklenburg-Vorpommern;54,0126813;14,0495555;268
Uckerland;17337;Brandenburg;53,4503954;13,8047266;249
Uckro;15926;Brandenburg;51,8535998;13,7504463;313
Udenheim;55288;Rheinland-Pfalz;49,8395839;8,159343;433
Uder;37318;Thüringen;51,3628667;10,0721805;243
Üdersdorf;54552;Rheinland-Pfalz;50,177056;6,8805547;434
Üdersee b Werbellin;16244;Brandenburg;52,8499191;13,6828706;254
Udersleben;6556;Thüringen;51,3667759;11,2919115;257
Udestedt;99198;Thüringen;50,9693475;11,1547517;297
Udler;54552;Rheinland-Pfalz;50,177056;6,8805547;434
Uebigau;1561;Sachsen;51,2834635;13,6765407;352
Uebigau;4938;Brandenburg;51,5951005;13,3007008;309
Ueckermünde;17373;Mecklenburg-Vorpommern;53,7343078;14,0479867;264
Uedem;47589;Nordrhein-Westfalen;51,6738215;6,2843612;329
Uehlfeld;91486;Bayern;49,6719942;10,7183918;434
Uehrde;38170;Niedersachsen;52,1435637;10,8005916;164
